"","x"
"38814","ENSG00000235917"
"38815","ENSG00000227661"
"38816","ENSG00000228851"
"38817","ENSG00000262158"
"38818","ENSG00000232128"
"38819","ENSG00000233550"
"38820","ENSG00000270232"
"38821","ENSG00000223619"
"38822","ENSG00000237628"
"38823","ENSG00000264316"
"38824","ENSG00000240452"
"38825","ENSG00000227149"
"38826","ENSG00000229760"
"38827","ENSG00000225476"
"38828","ENSG00000229080"
"38829","ENSG00000231576"
"38830","ENSG00000229794"
"38831","ENSG00000262381"
"38832","ENSG00000250630"
"38833","ENSG00000270350"
"38834","ENSG00000240791"
"38835","ENSG00000227795"
"38836","ENSG00000234163"
"38837","ENSG00000236300"
"38838","ENSG00000241221"
"38839","ENSG00000219087"
"38840","ENSG00000220514"
"38841","ENSG00000260067"
"38842","ENSG00000198868"
"38843","ENSG00000239632"
"38844","ENSG00000223663"
"38845","ENSG00000293155"
"38846","ENSG00000254256"
"38847","ENSG00000274319"
"38848","ENSG00000255903"
"38849","ENSG00000230180"
"38850","ENSG00000258762"
"38851","ENSG00000259379"
"38852","ENSG00000260147"
"38853","ENSG00000227789"
"38854","ENSG00000232154"
"38855","ENSG00000230605"
"38856","ENSG00000224747"
"38857","ENSG00000270230"
"38858","ENSG00000255316"
"38859","ENSG00000236211"
"38860","ENSG00000224083"
"38861","ENSG00000255350"
"38862","ENSG00000240951"
"38863","ENSG00000249386"
"38864","ENSG00000233888"
"38865","ENSG00000249698"
"38866","ENSG00000198744"
"38867","ENSG00000237542"
"38868","ENSG00000229842"
"38869","ENSG00000254931"
"38870","ENSG00000235433"
"38871","ENSG00000228316"
"38872","ENSG00000253828"
"38873","ENSG00000263196"
"38874","ENSG00000224590"
"38875","ENSG00000233134"
"38876","ENSG00000236483"
"38877","ENSG00000235524"
"38878","ENSG00000224254"
"38879","ENSG00000230327"
"38880","ENSG00000254241"
"38881","ENSG00000230916"
"38882","ENSG00000220340"
"38883","ENSG00000242836"
"38884","ENSG00000237466"
"38885","ENSG00000248654"
"38886","ENSG00000230654"
"38887","ENSG00000230321"
"38888","ENSG00000217160"
"38889","ENSG00000235761"
"38890","ENSG00000220733"
"38891","ENSG00000238288"
"38892","ENSG00000248259"
"38893","ENSG00000249192"
"38894","ENSG00000262107"
"38895","ENSG00000226392"
"38896","ENSG00000230755"
"38897","ENSG00000236878"
"38898","ENSG00000226998"
"38899","ENSG00000217767"
"38900","ENSG00000261624"
"38901","ENSG00000231582"
"38902","ENSG00000253685"
"38903","ENSG00000229344"
"38904","ENSG00000228097"
"38905","ENSG00000230130"
"38906","ENSG00000268736"
"38907","ENSG00000248946"
"38908","ENSG00000232179"
"38909","ENSG00000283069"
"38910","ENSG00000201517"
"38911","ENSG00000283020"
"38912","ENSG00000282894"
"38913","ENSG00000225951"
"38914","ENSG00000224151"
"38915","ENSG00000222636"
"38916","ENSG00000232893"
"38917","ENSG00000222612"
"38918","ENSG00000242020"
"38919","ENSG00000282921"
"38920","ENSG00000244056"
"38921","ENSG00000242435"
"38922","ENSG00000259271"
"38923","ENSG00000275803"
"38924","ENSG00000277031"
"38925","ENSG00000239731"
"38926","ENSG00000201186"
"38927","ENSG00000251819"
"38928","ENSG00000200437"
"38929","ENSG00000212387"
"38930","ENSG00000252117"
"38931","ENSG00000277234"
"38932","ENSG00000251970"
"38933","ENSG00000199488"
"38934","ENSG00000231013"
"38935","ENSG00000271287"
"38936","ENSG00000257016"
"38937","ENSG00000228786"
"38938","ENSG00000230635"
"38939","ENSG00000290905"
"38940","ENSG00000283547"
"38941","ENSG00000284221"
"38942","ENSG00000207367"
"38943","ENSG00000284171"
"38944","ENSG00000284328"
"38945","ENSG00000259600"
"38946","ENSG00000248313"
"38947","ENSG00000223564"
"38948","ENSG00000273036"
"38949","ENSG00000227494"
"38950","ENSG00000201096"
"38951","ENSG00000255549"
"38952","ENSG00000213211"
"38953","ENSG00000266992"
"38954","ENSG00000249263"
"38955","ENSG00000284291"
"38956","ENSG00000248703"
"38957","ENSG00000283940"
"38958","ENSG00000283865"
"38959","ENSG00000282511"
"38960","ENSG00000231221"
"38961","ENSG00000252106"
"38962","ENSG00000289721"
"38963","ENSG00000261740"
"38964","ENSG00000251866"
"38965","ENSG00000238754"
"38966","ENSG00000283626"
"38967","ENSG00000254840"
"38968","ENSG00000283232"
"38969","ENSG00000261514"
"38970","ENSG00000283607"
"38971","ENSG00000278961"
"38972","ENSG00000283439"
"38973","ENSG00000284090"
"38974","ENSG00000284981"
"38975","ENSG00000236648"
"38976","ENSG00000287861"
"38977","ENSG00000275949"
"38978","ENSG00000289386"
"38979","ENSG00000234864"
"38980","ENSG00000227101"
"38981","ENSG00000271360"
"38982","ENSG00000289989"
"38983","ENSG00000286575"
"38984","ENSG00000286289"
"38985","ENSG00000285587"
"38986","ENSG00000255375"
"38987","ENSG00000255004"
"38988","ENSG00000284713"
"38989","ENSG00000255362"
"38990","ENSG00000255266"
"38991","ENSG00000231680"
"38992","ENSG00000255454"
"38993","ENSG00000176984"
"38994","ENSG00000255406"
"38995","ENSG00000256001"
"38996","ENSG00000257718"
"38997","ENSG00000256995"
"38998","ENSG00000256321"
"38999","ENSG00000289309"
"39000","ENSG00000274659"
"39001","ENSG00000258308"
"39002","ENSG00000288767"
"39003","ENSG00000283071"
"39004","ENSG00000258028"
"39005","ENSG00000289583"
"39006","ENSG00000259488"
"39007","ENSG00000259392"
"39008","ENSG00000259485"
"39009","ENSG00000236914"
"39010","ENSG00000235160"
"39011","ENSG00000259697"
"39012","ENSG00000260146"
"39013","ENSG00000268804"
"39014","ENSG00000259804"
"39015","ENSG00000261170"
"39016","ENSG00000288531"
"39017","ENSG00000235560"
"39018","ENSG00000289640"
"39019","ENSG00000289907"
"39020","ENSG00000259961"
"39021","ENSG00000226029"
"39022","ENSG00000291388"
"39023","ENSG00000230615"
"39024","ENSG00000227947"
"39025","ENSG00000235530"
"39026","ENSG00000270553"
"39027","ENSG00000291063"
"39028","ENSG00000291728"
"39029","ENSG00000238212"
"39030","ENSG00000233175"
"39031","ENSG00000271268"
"39032","ENSG00000289070"
"39033","ENSG00000226835"
"39034","ENSG00000234247"
"39035","ENSG00000235241"
"39036","ENSG00000231984"
"39037","ENSG00000289234"
"39038","ENSG00000212712"
"39039","ENSG00000264151"
"39040","ENSG00000264232"
"39041","ENSG00000287281"
"39042","ENSG00000225342"
"39043","ENSG00000227082"
"39044","ENSG00000286391"
"39045","ENSG00000273002"
"39046","ENSG00000224276"
"39047","ENSG00000290592"
"39048","ENSG00000272668"
"39049","ENSG00000227667"
"39050","ENSG00000227740"
"39051","ENSG00000289995"
"39052","ENSG00000224536"
"39053","ENSG00000285719"
"39054","ENSG00000268747"
"39055","ENSG00000269228"
"39056","ENSG00000261316"
"39057","ENSG00000266903"
"39058","ENSG00000267777"
"39059","ENSG00000234478"
"39060","ENSG00000244137"
"39061","ENSG00000234271"
"39062","ENSG00000230908"
"39063","ENSG00000237131"
"39064","ENSG00000232212"
"39065","ENSG00000234277"
"39066","ENSG00000235091"
"39067","ENSG00000289963"
"39068","ENSG00000183822"
"39069","ENSG00000281093"
"39070","ENSG00000181123"
"39071","ENSG00000238032"
"39072","ENSG00000232042"
"39073","ENSG00000227058"
"39074","ENSG00000236413"
"39075","ENSG00000270625"
"39076","ENSG00000229733"
"39077","ENSG00000270747"
"39078","ENSG00000228771"
"39079","ENSG00000228427"
"39080","ENSG00000234191"
"39081","ENSG00000284678"
"39082","ENSG00000288869"
"39083","ENSG00000226058"
"39084","ENSG00000224891"
"39085","ENSG00000232740"
"39086","ENSG00000228400"
"39087","ENSG00000226488"
"39088","ENSG00000259439"
"39089","ENSG00000289156"
"39090","ENSG00000237576"
"39091","ENSG00000290846"
"39092","ENSG00000289035"
"39093","ENSG00000286679"
"39094","ENSG00000234073"
"39095","ENSG00000232766"
"39096","ENSG00000243321"
"39097","ENSG00000242120"
"39098","ENSG00000272690"
"39099","ENSG00000288312"
"39100","ENSG00000272970"
"39101","ENSG00000249631"
"39102","ENSG00000249170"
"39103","ENSG00000251228"
"39104","ENSG00000261121"
"39105","ENSG00000282904"
"39106","ENSG00000249618"
"39107","ENSG00000250252"
"39108","ENSG00000248648"
"39109","ENSG00000250650"
"39110","ENSG00000286441"
"39111","ENSG00000248973"
"39112","ENSG00000250981"
"39113","ENSG00000250155"
"39114","ENSG00000287148"
"39115","ENSG00000250378"
"39116","ENSG00000253959"
"39117","ENSG00000286339"
"39118","ENSG00000289838"
"39119","ENSG00000289090"
"39120","ENSG00000237080"
"39121","ENSG00000230852"
"39122","ENSG00000287578"
"39123","ENSG00000287189"
"39124","ENSG00000229452"
"39125","ENSG00000238131"
"39126","ENSG00000287815"
"39127","ENSG00000225981"
"39128","ENSG00000289352"
"39129","ENSG00000226581"
"39130","ENSG00000232415"
"39131","ENSG00000283267"
"39132","ENSG00000285964"
"39133","ENSG00000225457"
"39134","ENSG00000253750"
"39135","ENSG00000253633"
"39136","ENSG00000254337"
"39137","ENSG00000287927"
"39138","ENSG00000289048"
"39139","ENSG00000254101"
"39140","ENSG00000232939"
"39141","ENSG00000230894"
"39142","ENSG00000236507"
"39143","ENSG00000231166"
"39144","ENSG00000290883"
"39145","ENSG00000230013"
"39146","ENSG00000239705"
"39147","ENSG00000255393"
"39148","ENSG00000285463"
"39149","ENSG00000279639"
"39150","ENSG00000259800"
"39151","ENSG00000281903"
"39152","ENSG00000250084"
"39153","ENSG00000237182"
"39154","ENSG00000237717"
"39155","ENSG00000233070"
"39156","ENSG00000290607"
"39157","ENSG00000281948"
"39158","ENSG00000228695"
"39159","ENSG00000285408"
"39160","ENSG00000284827"
"39161","ENSG00000285244"
"39162","ENSG00000266962"
"39163","ENSG00000267216"
"39164","ENSG00000274072"
"39165","ENSG00000289740"
"39166","ENSG00000263647"
"39167","ENSG00000215769"
"39168","ENSG00000280894"
"39169","ENSG00000199787"
"39170","ENSG00000207187"
"39171","ENSG00000221750"
"39172","ENSG00000207062"
"39173","ENSG00000206947"
"39174","ENSG00000206603"
"39175","ENSG00000207344"
"39176","ENSG00000253051"
"39177","ENSG00000208308"
"39178","ENSG00000212587"
"39179","ENSG00000212214"
"39180","ENSG00000201448"
"39181","ENSG00000201229"
"39182","ENSG00000201388"
"39183","ENSG00000206909"
"39184","ENSG00000265733"
"39185","ENSG00000252213"
"39186","ENSG00000222489"
"39187","ENSG00000291786"
"39188","ENSG00000206897"
"39189","ENSG00000201847"
"39190","ENSG00000207199"
"39191","ENSG00000238936"
"39192","ENSG00000212264"
"39193","ENSG00000212414"
"39194","ENSG00000199666"
"39195","ENSG00000221400"
"39196","ENSG00000239035"
"39197","ENSG00000222345"
"39198","ENSG00000202189"
"39199","ENSG00000206637"
"39200","ENSG00000206780"
"39201","ENSG00000212309"
"39202","ENSG00000221719"
"39203","ENSG00000253007"
"39204","ENSG00000207217"
"39205","ENSG00000221164"
"39206","ENSG00000199405"
"39207","ENSG00000252699"
"39208","ENSG00000206903"
"39209","ENSG00000271907"
"39210","ENSG00000207516"
"39211","ENSG00000200418"
"39212","ENSG00000199363"
"39213","ENSG00000207274"
"39214","ENSG00000288603"
"39215","ENSG00000264346"
"39216","ENSG00000212295"
"39217","ENSG00000265706"
"39218","ENSG00000222937"
"39219","ENSG00000201025"
"39220","ENSG00000280704"
"39221","ENSG00000207215"
"39222","ENSG00000238311"
"39223","ENSG00000206785"
"39224","ENSG00000201129"
"39225","ENSG00000207109"
"39226","ENSG00000202377"
"39227","ENSG00000255154"
"39228","ENSG00000249908"
"39229","ENSG00000237129"
"39230","ENSG00000216853"
"39231","ENSG00000226414"
"39232","ENSG00000254650"
"39233","ENSG00000250624"
"39234","ENSG00000224338"
"39235","ENSG00000283131"
"39236","ENSG00000267190"
"39237","ENSG00000224279"
"39238","ENSG00000271237"
"39239","ENSG00000283594"
"39240","ENSG00000257671"
"39241","ENSG00000248995"
"39242","ENSG00000251365"
"39243","ENSG00000231090"
"39244","ENSG00000245864"
"39245","ENSG00000203288"
"39246","ENSG00000232198"
"39247","ENSG00000263241"
"39248","ENSG00000248931"
"39249","ENSG00000254689"
"39250","ENSG00000251340"
"39251","ENSG00000248765"
"39252","ENSG00000226341"
"39253","ENSG00000228803"
"39254","ENSG00000248282"
"39255","ENSG00000232975"
"39256","ENSG00000283481"
"39257","ENSG00000283578"
"39258","ENSG00000276703"
"39259","ENSG00000240032"
"39260","ENSG00000264240"
"39261","ENSG00000248202"
"39262","ENSG00000226232"
"39263","ENSG00000235385"
"39264","ENSG00000283456"
"39265","ENSG00000285278"
"39266","ENSG00000259240"
"39267","ENSG00000228649"
"39268","ENSG00000259291"
"39269","ENSG00000267395"
"39270","ENSG00000204044"
"39271","ENSG00000255185"
"39272","ENSG00000249532"
"39273","ENSG00000276700"
"39274","ENSG00000278233"
"39275","ENSG00000275215"
"39276","ENSG00000288387"
"39277","ENSG00000277739"
"39278","ENSG00000265590"
"39279","ENSG00000250719"
"39280","ENSG00000278139"
"39281","ENSG00000267761"
"39282","ENSG00000250103"
"39283","ENSG00000243554"
"39284","ENSG00000283274"
"39285","ENSG00000276871"
"39286","ENSG00000283568"
"39287","ENSG00000283291"
"39288","ENSG00000275877"
"39289","ENSG00000250641"
"39290","ENSG00000258635"
"39291","ENSG00000259101"
"39292","ENSG00000258880"
"39293","ENSG00000284753"
"39294","ENSG00000284917"
"39295","ENSG00000286053"
"39296","ENSG00000290939"
"39297","ENSG00000293368"
"39298","ENSG00000290736"
"39299","ENSG00000280594"
"39300","ENSG00000281317"
"39301","ENSG00000242082"
"39302","ENSG00000277531"
"39303","ENSG00000283227"
"39304","ENSG00000262543"
"39305","ENSG00000269720"
"39306","ENSG00000283428"
"39307","ENSG00000232530"
"39308","ENSG00000224034"
"39309","ENSG00000237552"
"39310","ENSG00000283683"
"39311","ENSG00000201142"
"39312","ENSG00000232773"
"39313","ENSG00000282872"
"39314","ENSG00000283329"
"39315","ENSG00000267221"
"39316","ENSG00000283644"
"39317","ENSG00000242902"
"39318","ENSG00000268307"
"39319","ENSG00000224459"
"39320","ENSG00000286096"
"39321","ENSG00000224468"
"39322","ENSG00000283434"
"39323","ENSG00000283288"
"39324","ENSG00000288274"
"39325","ENSG00000283567"
"39326","ENSG00000236872"
"39327","ENSG00000233477"
"39328","ENSG00000230018"
"39329","ENSG00000258118"
"39330","ENSG00000270606"
"39331","ENSG00000231570"
"39332","ENSG00000213739"
"39333","ENSG00000271131"
"39334","ENSG00000242978"
"39335","ENSG00000213873"
"39336","ENSG00000227350"
"39337","ENSG00000228728"
"39338","ENSG00000260471"
"39339","ENSG00000261330"
"39340","ENSG00000226003"
"39341","ENSG00000254463"
"39342","ENSG00000260187"
"39343","ENSG00000266809"
"39344","ENSG00000233428"
"39345","ENSG00000237260"
"39346","ENSG00000228337"
"39347","ENSG00000250484"
"39348","ENSG00000254152"
"39349","ENSG00000234557"
"39350","ENSG00000232661"
"39351","ENSG00000254120"
"39352","ENSG00000250635"
"39353","ENSG00000249362"
"39354","ENSG00000284505"
"39355","ENSG00000232192"
"39356","ENSG00000283758"
"39357","ENSG00000283268"
"39358","ENSG00000283542"
"39359","ENSG00000228742"
"39360","ENSG00000233975"
"39361","ENSG00000234779"
"39362","ENSG00000242364"
"39363","ENSG00000234106"
"39364","ENSG00000284491"
"39365","ENSG00000212595"
"39366","ENSG00000274663"
"39367","ENSG00000276442"
"39368","ENSG00000277418"
"39369","ENSG00000252830"
"39370","ENSG00000274097"
"39371","ENSG00000235183"
"39372","ENSG00000201285"
"39373","ENSG00000274759"
"39374","ENSG00000275305"
"39375","ENSG00000274408"
"39376","ENSG00000268062"
"39377","ENSG00000283426"
"39378","ENSG00000284730"
"39379","ENSG00000283879"
"39380","ENSG00000279688"
"39381","ENSG00000228549"
"39382","ENSG00000291400"
"39383","ENSG00000288650"
"39384","ENSG00000237378"
"39385","ENSG00000249944"
"39386","ENSG00000285492"
"39387","ENSG00000186328"
"39388","ENSG00000216516"
"39389","ENSG00000259826"
"39390","ENSG00000287672"
"39391","ENSG00000267259"
"39392","ENSG00000254492"
"39393","ENSG00000228373"
"39394","ENSG00000287187"
"39395","ENSG00000286683"
"39396","ENSG00000293242"
"39397","ENSG00000256092"
"39398","ENSG00000290704"
"39399","ENSG00000258738"
"39400","ENSG00000259509"
"39401","ENSG00000284484"
"39402","ENSG00000286894"
"39403","ENSG00000261398"
"39404","ENSG00000261090"
"39405","ENSG00000263766"
"39406","ENSG00000279801"
"39407","ENSG00000285095"
"39408","ENSG00000285594"
"39409","ENSG00000287103"
"39410","ENSG00000288880"
"39411","ENSG00000269696"
"39412","ENSG00000267549"
"39413","ENSG00000268858"
"39414","ENSG00000229588"
"39415","ENSG00000225528"
"39416","ENSG00000292415"
"39417","ENSG00000283902"
"39418","ENSG00000284301"
"39419","ENSG00000285154"
"39420","ENSG00000292320"
"39421","ENSG00000285423"
"39422","ENSG00000253887"
"39423","ENSG00000266988"
"39424","ENSG00000284955"
"39425","ENSG00000223977"
"39426","ENSG00000236106"
"39427","ENSG00000286244"
"39428","ENSG00000286821"
"39429","ENSG00000249351"
"39430","ENSG00000270445"
"39431","ENSG00000276647"
"39432","ENSG00000271097"
"39433","ENSG00000274259"
"39434","ENSG00000293387"
"39435","ENSG00000284138"
"39436","ENSG00000277049"
"39437","ENSG00000273238"
"39438","ENSG00000284629"
"39439","ENSG00000284704"
"39440","ENSG00000284631"
"39441","ENSG00000284725"
"39442","ENSG00000284635"
"39443","ENSG00000267391"
"39444","ENSG00000253251"
"39445","ENSG00000284643"
"39446","ENSG00000284622"
"39447","ENSG00000284667"
"39448","ENSG00000284718"
"39449","ENSG00000283433"
"39450","ENSG00000284465"
"39451","ENSG00000283967"
"39452","ENSG00000284356"
"39453","ENSG00000249156"
"39454","ENSG00000250782"
"39455","ENSG00000244456"
"39456","ENSG00000283988"
"39457","ENSG00000283740"
"39458","ENSG00000283776"
"39459","ENSG00000224784"
"39460","ENSG00000259438"
"39461","ENSG00000253802"
"39462","ENSG00000285445"
"39463","ENSG00000226925"
"39464","ENSG00000285231"
"39465","ENSG00000285010"
"39466","ENSG00000285375"
"39467","ENSG00000274925"
"39468","ENSG00000266504"
"39469","ENSG00000266497"
"39470","ENSG00000271974"
"39471","ENSG00000286135"
"39472","ENSG00000255177"
"39473","ENSG00000286126"
"39474","ENSG00000280707"
"39475","ENSG00000285043"
"39476","ENSG00000261488"
"39477","ENSG00000285293"
"39478","ENSG00000228035"
"39479","ENSG00000269929"
"39480","ENSG00000257596"
"39481","ENSG00000236345"
"39482","ENSG00000178440"
"39483","ENSG00000210151"
"39484","ENSG00000283611"
"39485","ENSG00000286140"
"39486","ENSG00000286920"
"39487","ENSG00000284791"
"39488","ENSG00000284479"
"39489","ENSG00000264569"
"39490","ENSG00000256288"
"39491","ENSG00000287794"
"39492","ENSG00000242288"
"39493","ENSG00000267281"
"39494","ENSG00000288864"
"39495","ENSG00000285480"
"39496","ENSG00000285292"
"39497","ENSG00000227751"
"39498","ENSG00000281391"
"39499","ENSG00000228277"
"39500","ENSG00000283247"
"39501","ENSG00000237772"
"39502","ENSG00000264448"
"39503","ENSG00000286264"
"39504","ENSG00000287363"
"39505","ENSG00000261202"
"39506","ENSG00000257046"
"39507","ENSG00000288558"
"39508","ENSG00000271551"
"39509","ENSG00000259884"
"39510","ENSG00000277678"
"39511","ENSG00000252135"
"39512","ENSG00000237571"
"39513","ENSG00000270384"
"39514","ENSG00000234202"
"39515","ENSG00000237178"
"39516","ENSG00000227430"
"39517","ENSG00000243977"
"39518","ENSG00000229674"
"39519","ENSG00000285944"
"39520","ENSG00000277720"
"39521","ENSG00000223497"
"39522","ENSG00000277410"
"39523","ENSG00000231787"
"39524","ENSG00000240680"
"39525","ENSG00000227443"
"39526","ENSG00000233814"
"39527","ENSG00000255295"
"39528","ENSG00000271626"
"39529","ENSG00000227211"
"39530","ENSG00000230111"
"39531","ENSG00000271296"
"39532","ENSG00000232466"
"39533","ENSG00000230228"
"39534","ENSG00000285989"
"39535","ENSG00000226222"
"39536","ENSG00000275506"
"39537","ENSG00000228783"
"39538","ENSG00000255492"
"39539","ENSG00000278317"
"39540","ENSG00000235976"
"39541","ENSG00000253156"
"39542","ENSG00000260807"
"39543","ENSG00000261087"
"39544","ENSG00000273692"
"39545","ENSG00000271227"
"39546","ENSG00000274536"
"39547","ENSG00000234865"
"39548","ENSG00000293282"
"39549","ENSG00000288622"
"39550","ENSG00000286710"
"39551","ENSG00000283601"
"39552","ENSG00000258451"
"39553","ENSG00000283613"
"39554","ENSG00000250594"
"39555","ENSG00000244565"
"39556","ENSG00000230748"
"39557","ENSG00000227847"
"39558","ENSG00000225349"
"39559","ENSG00000285420"
"39560","ENSG00000263412"
"39561","ENSG00000272686"
"39562","ENSG00000273723"
"39563","ENSG00000248980"
"39564","ENSG00000288638"
"39565","ENSG00000285843"
"39566","ENSG00000286025"
"39567","ENSG00000286175"
"39568","ENSG00000286102"
"39569","ENSG00000235131"
"39570","ENSG00000271646"
"39571","ENSG00000287071"
"39572","ENSG00000226153"
"39573","ENSG00000232601"
"39574","ENSG00000270326"
"39575","ENSG00000233828"
"39576","ENSG00000271081"
"39577","ENSG00000235136"
"39578","ENSG00000250895"
"39579","ENSG00000267544"
"39580","ENSG00000256192"
"39581","ENSG00000227066"
"39582","ENSG00000272841"
"39583","ENSG00000234969"
"39584","ENSG00000288460"
"39585","ENSG00000215630"
"39586","ENSG00000290147"
"39587","ENSG00000288907"
"39588","ENSG00000236782"
"39589","ENSG00000215000"
"39590","ENSG00000271424"
"39591","ENSG00000273492"
"39592","ENSG00000182974"
"39593","ENSG00000288469"
"39594","ENSG00000278776"
"39595","ENSG00000259324"
"39596","ENSG00000230491"
"39597","ENSG00000272716"
"39598","ENSG00000272205"
"39599","ENSG00000272711"
"39600","ENSG00000232879"
"39601","ENSG00000283365"
"39602","ENSG00000279445"
"39603","ENSG00000273008"
"39604","ENSG00000272525"
"39605","ENSG00000272192"
"39606","ENSG00000272097"
"39607","ENSG00000271869"
"39608","ENSG00000271931"
"39609","ENSG00000224244"
"39610","ENSG00000270964"
"39611","ENSG00000270761"
"39612","ENSG00000268564"
"39613","ENSG00000267626"
"39614","ENSG00000267390"
"39615","ENSG00000271387"
"39616","ENSG00000263004"
"39617","ENSG00000262693"
"39618","ENSG00000262165"
"39619","ENSG00000261758"
"39620","ENSG00000261501"
"39621","ENSG00000261481"
"39622","ENSG00000261173"
"39623","ENSG00000261033"
"39624","ENSG00000287431"
"39625","ENSG00000260257"
"39626","ENSG00000260708"
"39627","ENSG00000260519"
"39628","ENSG00000260278"
"39629","ENSG00000260236"
"39630","ENSG00000260115"
"39631","ENSG00000259818"
"39632","ENSG00000184154"
"39633","ENSG00000284844"
"39634","ENSG00000288677"
"39635","ENSG00000259172"
"39636","ENSG00000258001"
"39637","ENSG00000257530"
"39638","ENSG00000257354"
"39639","ENSG00000257319"
"39640","ENSG00000257696"
"39641","ENSG00000257453"
"39642","ENSG00000257809"
"39643","ENSG00000254768"
"39644","ENSG00000251307"
"39645","ENSG00000249637"
"39646","ENSG00000247877"
"39647","ENSG00000249899"
"39648","ENSG00000249502"
"39649","ENSG00000247287"
"39650","ENSG00000251577"
"39651","ENSG00000246528"
"39652","ENSG00000225471"
"39653","ENSG00000290901"
"39654","ENSG00000246350"
"39655","ENSG00000275478"
"39656","ENSG00000264449"
"39657","ENSG00000286105"
"39658","ENSG00000240790"
"39659","ENSG00000236544"
"39660","ENSG00000235545"
"39661","ENSG00000236526"
"39662","ENSG00000284605"
"39663","ENSG00000236471"
"39664","ENSG00000235434"
"39665","ENSG00000234181"
"39666","ENSG00000234129"
"39667","ENSG00000260516"
"39668","ENSG00000233611"
"39669","ENSG00000233508"
"39670","ENSG00000233221"
"39671","ENSG00000244699"
"39672","ENSG00000251610"
"39673","ENSG00000277125"
"39674","ENSG00000230189"
"39675","ENSG00000234869"
"39676","ENSG00000232396"
"39677","ENSG00000230153"
"39678","ENSG00000228192"
"39679","ENSG00000227896"
"39680","ENSG00000227542"
"39681","ENSG00000227237"
"39682","ENSG00000289716"
"39683","ENSG00000288658"
"39684","ENSG00000287585"
"39685","ENSG00000283205"
"39686","ENSG00000284638"
"39687","ENSG00000226780"
"39688","ENSG00000226645"
"39689","ENSG00000226609"
"39690","ENSG00000224790"
"39691","ENSG00000284188"
"39692","ENSG00000226490"
"39693","ENSG00000291474"
"39694","ENSG00000283536"
"39695","ENSG00000284294"
"39696","ENSG00000284526"
"39697","ENSG00000284976"
"39698","ENSG00000285938"
"39699","ENSG00000285946"
"39700","ENSG00000286075"
"39701","ENSG00000282936"
"39702","ENSG00000233461"
"39703","ENSG00000229852"
"39704","ENSG00000269825"
"39705","ENSG00000279124"
"39706","ENSG00000224573"
"39707","ENSG00000253332"
"39708","ENSG00000235163"
"39709","ENSG00000224765"
"39710","ENSG00000225005"
"39711","ENSG00000255106"
"39712","ENSG00000228955"
"39713","ENSG00000168255"
"39714","ENSG00000207955"
"39715","ENSG00000254515"
"39716","ENSG00000251147"
"39717","ENSG00000236503"
"39718","ENSG00000249607"
"39719","ENSG00000228768"
"39720","ENSG00000227359"
"39721","ENSG00000226874"
"39722","ENSG00000249815"
"39723","ENSG00000254602"
"39724","ENSG00000255503"
"39725","ENSG00000256733"
"39726","ENSG00000259083"
"39727","ENSG00000260475"
"39728","ENSG00000254153"
"39729","ENSG00000285450"
"39730","ENSG00000265206"
"39731","ENSG00000269086"
"39732","ENSG00000267607"
"39733","ENSG00000261663"
"39734","ENSG00000269646"
"39735","ENSG00000272189"
"39736","ENSG00000273253"
"39737","ENSG00000260577"
"39738","ENSG00000287110"
"39739","ENSG00000260625"
"39740","ENSG00000272462"
"39741","ENSG00000237520"
"39742","ENSG00000272654"
"39743","ENSG00000278238"
"39744","ENSG00000255652"
"39745","ENSG00000260853"
"39746","ENSG00000259877"
"39747","ENSG00000251206"
"39748","ENSG00000225472"
"39749","ENSG00000290320"
"39750","ENSG00000214280"
"39751","ENSG00000212620"
"39752","ENSG00000202374"
"39753","ENSG00000252014"
"39754","ENSG00000274535"
"39755","ENSG00000200999"
"39756","ENSG00000221639"
"39757","ENSG00000207171"
"39758","ENSG00000201516"
"39759","ENSG00000201863"
"39760","ENSG00000212458"
"39761","ENSG00000212490"
"39762","ENSG00000212191"
"39763","ENSG00000221245"
"39764","ENSG00000239005"
"39765","ENSG00000245146"
"39766","ENSG00000199552"
"39767","ENSG00000202269"
"39768","ENSG00000212249"
"39769","ENSG00000212278"
"39770","ENSG00000206958"
"39771","ENSG00000212529"
"39772","ENSG00000212567"
"39773","ENSG00000252458"
"39774","ENSG00000251828"
"39775","ENSG00000206592"
"39776","ENSG00000252601"
"39777","ENSG00000207177"
"39778","ENSG00000200235"
"39779","ENSG00000212363"
"39780","ENSG00000252083"
"39781","ENSG00000253065"
"39782","ENSG00000252904"
"39783","ENSG00000290049"
"39784","ENSG00000225177"
"39785","ENSG00000206886"
"39786","ENSG00000251830"
"39787","ENSG00000207419"
"39788","ENSG00000206977"
"39789","ENSG00000212586"
"39790","ENSG00000252218"
"39791","ENSG00000202283"
"39792","ENSG00000201807"
"39793","ENSG00000252228"
"39794","ENSG00000212579"
"39795","ENSG00000212229"
"39796","ENSG00000212532"
"39797","ENSG00000202023"
"39798","ENSG00000201009"
"39799","ENSG00000199470"
"39800","ENSG00000207094"
"39801","ENSG00000200753"
"39802","ENSG00000253028"
"39803","ENSG00000201133"
"39804","ENSG00000200113"
"39805","ENSG00000201465"
"39806","ENSG00000222966"
"39807","ENSG00000252188"
"39808","ENSG00000212590"
"39809","ENSG00000201157"
"39810","ENSG00000200191"
"39811","ENSG00000207244"
"39812","ENSG00000285264"
